Frequency(Hz),  Magnitude(dB),   Phase(deg)
17509.827, 89.3926, 154.4145
17510.010, 89.6800, 149.9492
17510.193, 89.6607, 151.2655
17510.376, 89.4619, 155.2441
17510.559, 90.3236, 149.1575
17510.742, 89.9738, 147.6969
17510.925, 89.8369, 148.0159
17511.108, 89.4190, 145.0714
17511.292, 89.9345, 147.9129
17511.475, 89.4807, 147.2979
17511.658, 89.8566, 144.8068
17511.841, 89.6094, 146.0689
17512.024, 90.0050, 145.5654
17512.207, 89.6943, 141.1812
17512.390, 89.7197, 144.3744
17512.573, 89.6829, 143.7724
17512.756, 89.9848, 141.1095
17512.939, 89.6526, 140.5218
17513.123, 89.4811, 140.4590
17513.306, 89.7390, 139.6357
17513.489, 89.5120, 138.8263
17513.672, 89.7698, 140.9479
17513.855, 89.1575, 137.6828
17514.038, 89.9650, 138.1386
17514.221, 88.9933, 137.8864
17514.404, 89.5924, 137.5962
17514.587, 89.7065, 137.8802
17514.771, 89.6259, 137.7428
17514.954, 89.6152, 134.5122
17515.137, 89.2738, 134.9558
17515.320, 89.3318, 135.4852
17515.503, 89.3075, 136.4554
17515.686, 89.3258, 135.2685
17515.869, 89.8330, 134.9196
17516.052, 89.2271, 135.5449
17516.235, 89.7128, 134.0978
17516.418, 89.7146, 134.4924
17516.602, 89.4950, 131.3029
17516.785, 89.6816, 133.6004
17516.968, 89.9118, 134.6660
17517.151, 90.0277, 129.2721
17517.334, 89.7122, 129.5686
17517.517, 89.7633, 129.1068
17517.700, 89.7315, 127.0586
17517.883, 89.5629, 128.8509
17518.066, 89.3333, 128.2282
17518.250, 89.9564, 126.4101
17518.433, 89.3612, 126.5171
17518.616, 89.6715, 125.6230
17518.799, 89.2301, 126.4010
17518.982, 89.6102, 125.8489
17519.165, 89.2512, 124.6379
17519.348, 89.4208, 126.5423
17519.531, 89.5073, 126.0542
17519.714, 89.5793, 123.7695
17519.897, 89.6234, 126.2680
17520.081, 89.6195, 122.5942
17520.264, 89.7648, 121.3725
17520.447, 88.9573, 122.2082
17520.630, 89.5898, 125.4240
17520.813, 89.4855, 121.0898
17520.996, 89.7234, 126.4315
17521.179, 90.0992, 118.0439
17521.362, 89.3254, 120.0124
17521.545, 89.7166, 121.6178
17521.729, 89.8779, 118.6734
17521.912, 89.2983, 118.0351
17522.095, 89.4164, 120.6776
17522.278, 89.7641, 119.1640
17522.461, 89.4143, 116.7969
17522.644, 89.5196, 120.3057
17522.827, 89.8909, 118.3116
17523.010, 89.8295, 118.7354
17523.193, 89.9188, 118.5790
17523.376, 89.9875, 113.1502
17523.560, 89.9374, 117.0336
17523.743, 89.7229, 114.3009
17523.926, 90.1662, 115.0431
17524.109, 89.7601, 113.1936
17524.292, 89.6668, 112.5852
17524.475, 89.9850, 114.9294
17524.658, 89.8969, 111.6727
17524.841, 89.9332, 111.7070
17525.024, 90.0894, 112.8135
17525.208, 90.0099, 110.9652
17525.391, 90.2370, 111.3322
17525.574, 90.2522, 108.5402
17525.757, 90.1403, 109.6499
17525.940, 90.1449, 107.9828
17526.123, 90.3355, 106.0302
17526.306, 89.8769, 106.2319
17526.489, 90.1101, 106.5913
17526.672, 89.9447, 105.5569
17526.855, 90.5303, 104.8215
17527.039, 90.2936, 105.2995
17527.222, 90.3802, 100.0912
17527.405, 89.9486, 102.0649
17527.588, 89.7563, 101.1114
17527.771, 90.2162, 98.9017
17527.954, 89.7819, 103.2830
17528.137, 90.0917, 98.6338
17528.320, 89.9943, 101.2109
17528.503, 89.7925, 97.6627
17528.687, 90.1146, 98.3671
17528.870, 89.8293, 98.0682
17529.053, 89.8836, 96.7723
17529.236, 89.9181, 95.2075
17529.419, 89.8510, 99.8562
17529.602, 89.8645, 96.3297
17529.785, 90.2473, 93.2108
17529.968, 89.7695, 94.4300
17530.151, 89.9218, 90.6757
17530.334, 89.3121, 92.3876
17530.518, 89.6691, 98.0600
17530.701, 89.8278, 89.0187
17530.884, 89.5478, 93.6239
17531.067, 89.4341, 92.2410
17531.250, 89.6456, 92.0149
17531.433, 89.7522, 92.7901
17531.616, 89.8304, 90.9017
17531.799, 89.5421, 90.3124
17531.982, 89.9804, 89.8588
17532.166, 89.4662, 90.2691
17532.349, 89.7219, 87.6782
17532.532, 89.8451, 88.4866
17532.715, 89.5201, 89.4101
17532.898, 90.0280, 86.2245
17533.081, 89.5597, 85.0743
17533.264, 89.6503, 85.3977
17533.447, 89.4701, 85.4952
17533.630, 89.2553, 85.7384
17533.813, 89.5304, 87.3268
17533.997, 89.9148, 85.8087
17534.180, 90.0430, 82.7275
17534.363, 89.3379, 78.9685
17534.546, 89.6018, 85.2186
17534.729, 89.2511, 81.9008
17534.912, 89.5056, 80.9044
17535.095, 89.4112, 81.8387
17535.278, 89.3445, 84.3958
17535.461, 89.8409, 81.2478
17535.645, 89.7175, 79.9098
17535.828, 89.5683, 79.4520
17536.011, 89.7390, 79.3721
17536.194, 89.6723, 76.9178
17536.377, 89.2981, 77.6032
17536.560, 89.3142, 76.5532
17536.743, 89.3085, 78.5721
17536.926, 89.7273, 76.0133
17537.109, 89.5523, 77.6386
17537.292, 89.6471, 73.3439
17537.476, 89.2988, 75.5942
17537.659, 89.2526, 75.7261
17537.842, 89.6957, 73.8958
17538.025, 89.3773, 73.1345
17538.208, 89.5633, 72.8436
17538.391, 89.1377, 72.4139
17538.574, 89.6144, 72.5337
17538.757, 89.5290, 72.2718
17538.940, 89.5857, 69.5072
17539.124, 89.2868, 69.8926
17539.307, 89.2820, 68.3749
17539.490, 89.1690, 70.1682
17539.673, 89.4963, 70.4451
17539.856, 89.5231, 65.4887
17540.039, 88.9633, 68.0839
17540.222, 89.1962, 68.4927
17540.405, 89.4185, 67.1414
17540.588, 89.1160, 65.6940
17540.771, 89.5935, 66.2651
17540.955, 89.0582, 66.2091
17541.138, 89.4193, 64.0636
17541.321, 89.3653, 63.2919
17541.504, 89.0734, 62.7329
17541.687, 89.1314, 62.1551
17541.870, 89.1145, 62.0400
17542.053, 88.9444, 62.8896
17542.236, 89.2480, 62.4817
17542.419, 89.0669, 60.7093
17542.603, 89.1498, 59.1051
17542.786, 88.6291, 60.0409
17542.969, 89.3018, 60.5016
17543.152, 88.8438, 58.6438
17543.335, 89.2612, 59.6531
17543.518, 88.8006, 55.5131
17543.701, 88.8283, 55.6247
17543.884, 88.5730, 59.3735
17544.067, 88.7860, 57.9489
17544.250, 89.1809, 56.9756
17544.434, 88.7819, 53.3232
17544.617, 88.7987, 55.3462
17544.800, 88.5486, 56.1511
17544.983, 88.9500, 53.9221
17545.166, 88.5456, 51.8411
17545.349, 88.5960, 54.1994
17545.532, 88.5481, 53.2220
17545.715, 88.6265, 55.1807
17545.898, 88.4839, 50.8392
17546.082, 88.7701, 53.1244
17546.265, 88.8125, 51.2808
17546.448, 88.6357, 50.9877
17546.631, 88.5983, 49.4493
17546.814, 88.7015, 49.6481
17546.997, 88.1510, 47.3705
17547.180, 88.7508, 49.2362
17547.363, 88.7210, 46.7837
17547.546, 88.4521, 44.2318
17547.729, 87.8261, 45.8717
17547.913, 87.7143, 44.4944
17548.096, 87.7888, 48.9322
17548.279, 88.4532, 48.6480
17548.462, 87.9290, 43.5387
17548.645, 88.0513, 46.3538
17548.828, 87.8639, 45.8907
17549.011, 88.0396, 45.0963
17549.194, 88.1681, 45.1898
17549.377, 88.1048, 43.2568
17549.561, 87.8133, 41.9816
17549.744, 87.5929, 41.9665
17549.927, 87.3668, 44.7601
17550.110, 87.6341, 42.4563
17550.293, 88.0998, 44.8765
17550.476, 87.1526, 42.0874
17550.659, 87.8365, 44.3814
17550.842, 87.6999, 39.9474
17551.025, 87.5817, 43.8766
17551.208, 87.6824, 42.3573
17551.392, 87.6507, 43.1540
17551.575, 87.7555, 38.1866
17551.758, 87.8641, 42.1312
17551.941, 87.2604, 36.1374
17552.124, 87.7662, 41.1273
17552.307, 86.9751, 38.9799
17552.490, 87.3992, 38.4467
17552.673, 87.3613, 40.9477
17552.856, 87.4498, 38.7216
17553.040, 87.0252, 39.1459
17553.223, 87.6296, 38.0095
17553.406, 86.9698, 38.2129
17553.589, 87.4750, 37.4954
17553.772, 86.7809, 40.0746
17553.955, 87.3634, 36.2153
17554.138, 87.1075, 39.2921
17554.321, 87.1205, 38.6975
17554.504, 87.3887, 38.0954
17554.688, 87.3537, 36.6150
17554.871, 87.1921, 37.1912
17555.054, 87.2957, 33.9412
17555.237, 87.0531, 35.6162
17555.420, 87.0092, 37.3641
17555.603, 87.2247, 33.3051
17555.786, 86.6628, 35.4888
17555.969, 86.8759, 34.6364
17556.152, 86.9671, 37.4309
17556.335, 86.8257, 35.1203
17556.519, 87.1533, 35.4682
17556.702, 87.0756, 35.1813
17556.885, 86.9449, 34.6699
17557.068, 86.4665, 33.3032
17557.251, 86.8881, 37.0668
17557.434, 87.1044, 33.9027
17557.617, 87.1762, 38.8692
17557.800, 87.0216, 31.4662
17557.983, 86.7861, 33.3949
17558.167, 87.2849, 33.5249
17558.350, 86.8689, 34.1162
17558.533, 86.8872, 31.7504
17558.716, 87.2253, 35.9215
17558.899, 86.3697, 28.1839
17559.082, 87.2486, 35.3044
17559.265, 86.7279, 33.1759
17559.448, 86.5771, 31.7115
17559.631, 87.1065, 34.9826
17559.814, 86.4685, 33.7655
17559.998, 87.0439, 33.2174
17560.181, 87.1126, 35.6470
17560.364, 87.0140, 31.8748
17560.547, 87.3990, 34.1613
17560.730, 86.9842, 32.9114
17560.913, 87.2402, 32.6940
17561.096, 86.7933, 32.1371
17561.279, 87.5495, 33.5145
17561.462, 87.2469, 32.6476
17561.646, 87.2310, 33.9562
17561.829, 87.7347, 33.2880
17562.012, 87.4884, 31.4599
17562.195, 88.1060, 31.5657
17562.378, 87.4319, 29.4565
17562.561, 87.9333, 30.9883
17562.744, 87.5802, 25.4740
17562.927, 87.7190, 30.9877
17563.110, 87.4286, 29.7434
17563.293, 88.1798, 29.1348
17563.477, 87.9041, 28.0979
17563.660, 88.0173, 28.1390
17563.843, 87.6900, 27.0870
17564.026, 88.5687, 24.6174
17564.209, 87.9296, 24.7594
17564.392, 87.8410, 25.3958
17564.575, 87.6593, 23.7760
17564.758, 88.2733, 24.4201
17564.941, 88.1292, 24.4697
17565.125, 88.0362, 23.7925
17565.308, 87.6094, 21.0009
17565.491, 88.2701, 23.4470
17565.674, 88.0950, 22.9923
17565.857, 88.1679, 22.7500
17566.040, 88.3167, 20.4090
17566.223, 88.1673, 20.0355
17566.406, 88.3053, 19.4259
17566.589, 87.9830, 20.1955
17566.772, 88.0935, 19.3739
17566.956, 88.4886, 21.2888
17567.139, 88.4063, 14.4992
17567.322, 88.2019, 18.8207
17567.505, 88.5454, 17.1445
17567.688, 88.2531, 14.1276
17567.871, 88.2539, 16.3730
17568.054, 88.2772, 15.3757
17568.237, 88.4310, 12.2821
17568.420, 88.0215, 14.0935
17568.604, 88.3059, 14.6278
17568.787, 88.3881, 12.5130
17568.970, 88.3113, 10.3943
17569.153, 88.1105, 12.5583
17569.336, 88.1736, 10.8297
17569.519, 88.1958, 10.6191
17569.702, 88.4007, 10.2500
17569.885, 87.9778, 9.3748
17570.068, 88.3587, 8.7415
17570.251, 88.0733, 6.4199
17570.435, 88.2407, 7.4751
17570.618, 88.0106, 4.5764
17570.801, 87.5016, 8.2864
17570.984, 87.5680, 4.1870
17571.167, 87.7413, 7.3729
17571.350, 87.6140, 3.9668
17571.533, 87.4812, 8.2099
17571.716, 87.6200, 7.7727
17571.899, 87.5930, 6.0434
17572.083, 87.5637, 7.5692
17572.266, 87.6103, 6.0056
17572.449, 87.4706, 6.9750
17572.632, 88.0068, 5.8174
17572.815, 87.5021, 6.3564
17572.998, 87.7211, 6.6348
17573.181, 87.5857, 4.5492
17573.364, 87.9937, 6.8425
17573.547, 87.7285, 2.7960
17573.730, 87.8662, 4.3936
17573.914, 87.4072, 2.7041
17574.097, 87.5532, 5.7098
17574.280, 87.5484, 4.1949
17574.463, 87.5210, 3.1910
17574.646, 87.9329, 8.2092
17574.829, 87.8139, 2.2805
17575.012, 87.8250, 4.0054
17575.195, 87.7814, 2.8461
17575.378, 87.7970, 3.5025
17575.562, 87.8874, 4.0956
17575.745, 87.7884, 1.8888
17575.928, 87.9468, 3.9561
17576.111, 88.0053, 2.7566
17576.294, 87.9985, 2.0768
17576.477, 88.2275, 1.9339
17576.660, 87.7840, 0.9884
17576.843, 87.9911, 0.5878
17577.026, 87.8546, 4.9420
17577.209, 88.3813, -1.3200
17577.393, 88.2646, 2.3856
17577.576, 88.1622, 1.9673
17577.759, 88.3245, -0.9917
17577.942, 88.3353, 1.3028
17578.125, 88.4396, -1.5852
17578.308, 88.2793, 0.2557
17578.491, 88.7870, -0.7206
17578.674, 88.2584, -1.7590
17578.857, 88.4898, -0.2535
17579.041, 88.8078, -2.9415
17579.224, 88.8219, -1.7215
17579.407, 88.6788, -1.8152
17579.590, 89.0954, -5.9113
17579.773, 88.6058, -6.7681
17579.956, 88.5895, -0.8957
17580.139, 88.9239, -5.8828
17580.322, 89.2603, -3.2577
17580.505, 89.1305, -8.7387
17580.688, 88.9349, -7.4589
17580.872, 88.9026, -7.2189
17581.055, 89.0094, -7.2691
17581.238, 89.2770, -8.7000
17581.421, 88.9044, -9.5838
17581.604, 89.0374, -8.3474
17581.787, 89.4132, -10.3006
17581.970, 89.1461, -12.5626
17582.153, 89.0098, -10.1397
17582.336, 89.4203, -10.9659
17582.520, 89.2414, -12.3458
17582.703, 89.1131, -12.9511
17582.886, 89.3383, -13.5467
17583.069, 89.1631, -13.6316
17583.252, 89.2327, -13.1104
17583.435, 89.2417, -15.4306
17583.618, 89.8128, -14.2623
17583.801, 89.3791, -16.6310
17583.984, 89.3035, -17.7662
17584.167, 89.1910, -17.1146
17584.351, 89.5419, -17.3663
17584.534, 89.2628, -20.8944
17584.717, 88.9657, -17.9629
17584.900, 89.1026, -15.8476
17585.083, 89.6530, -18.4250
17585.266, 89.4332, -18.3745
17585.449, 89.6355, -20.5895
17585.632, 89.3757, -18.9162
17585.815, 89.6907, -21.5740
17585.999, 89.5021, -21.6632
17586.182, 89.6301, -21.1572
17586.365, 89.6431, -22.1791
17586.548, 89.8007, -23.8493
17586.731, 89.5614, -24.7117
17586.914, 89.5791, -24.4621
17587.097, 89.4285, -24.8172
17587.280, 89.7513, -25.1988
17587.463, 89.5784, -23.3063
17587.646, 89.6964, -27.0056
17587.830, 89.8552, -24.7437
17588.013, 90.0318, -27.3290
17588.196, 89.7417, -30.6119
17588.379, 89.6248, -27.5458
17588.562, 89.5700, -26.7347
17588.745, 90.2803, -29.0659
17588.928, 89.7980, -30.6691
17589.111, 89.6684, -31.4128
17589.294, 90.2386, -27.6944
17589.478, 90.0095, -33.5107
17589.661, 90.1533, -32.8185
17589.844, 89.8129, -33.3004
17590.027, 89.9012, -33.3702
17590.210, 90.0945, -35.5287
17590.393, 89.6995, -33.5646
17590.576, 90.1847, -34.6253
17590.759, 90.0720, -35.4593
17590.942, 90.0711, -35.1692
17591.125, 90.5095, -38.4604
17591.309, 90.0769, -37.1548
17591.492, 90.1910, -40.1136
17591.675, 90.2328, -41.1982
17591.858, 90.0844, -39.8798
17592.041, 89.9368, -41.8996
17592.224, 90.2626, -41.2363
17592.407, 89.9721, -43.0977
17592.590, 90.0239, -42.8398
17592.773, 90.2573, -43.8576
17592.957, 90.0853, -46.1643
17593.140, 89.6496, -45.3986
17593.323, 89.9075, -44.5515
17593.506, 90.2510, -46.4231
17593.689, 89.6564, -46.0217
17593.872, 90.1650, -47.5880
17594.055, 89.8899, -48.9490
17594.238, 90.2306, -48.7079
17594.421, 89.3911, -53.0449
17594.604, 89.9750, -48.4714
17594.788, 89.4729, -53.0144
17594.971, 89.3713, -49.9928
17595.154, 89.4635, -49.2092
17595.337, 89.6553, -50.5085
17595.520, 89.9994, -50.4954
17595.703, 89.4304, -52.4431
17595.886, 89.8100, -53.0810
17596.069, 89.7267, -52.8012
17596.252, 89.6258, -55.3563
17596.436, 89.4641, -53.0242
17596.619, 89.6599, -55.0354
17596.802, 89.5696, -56.6539
17596.985, 89.4034, -55.9622
17597.168, 89.0967, -57.4438
17597.351, 89.4397, -53.6044
17597.534, 89.2411, -55.0182
17597.717, 89.4064, -55.9840
17597.900, 89.7023, -57.3071
17598.083, 89.3546, -56.8575
17598.267, 89.9261, -57.5842
17598.450, 89.1469, -61.7263
17598.633, 89.2880, -57.7641
17598.816, 89.1182, -57.2541
17598.999, 89.6805, -60.1024
17599.182, 89.1970, -60.4935
17599.365, 89.4262, -57.1703
17599.548, 89.3843, -62.3930
17599.731, 89.2708, -60.2523
17599.915, 89.5237, -57.4546
17600.098, 89.6465, -63.7392
17600.281, 89.2480, -63.8486
17600.464, 89.0964, -60.5697
17600.647, 89.6711, -61.8321
17600.830, 89.2611, -61.3735
17601.013, 89.6420, -63.2765
17601.196, 89.3721, -64.1501
17601.379, 89.7487, -64.6476
17601.563, 89.5418, -62.5767
17601.746, 89.4487, -67.1181
17601.929, 89.4967, -67.2531
17602.112, 88.8453, -64.2578
17602.295, 89.7611, -64.2645
17602.478, 89.6601, -66.3482
17602.661, 89.4026, -67.7293
17602.844, 89.6663, -65.6365
17603.027, 89.4507, -66.4429
17603.210, 89.7257, -69.3196
17603.394, 89.7575, -65.9291
17603.577, 89.5234, -70.1310
17603.760, 89.6217, -69.6064
17603.943, 89.9786, -66.9857
17604.126, 89.8789, -70.0231
17604.309, 90.2412, -70.4793
17604.492, 89.8570, -73.3224
17604.675, 89.9401, -73.6353
17604.858, 89.6875, -73.4341
17605.042, 90.0169, -71.4501
17605.225, 90.1280, -75.6130
17605.408, 89.8926, -75.0348
17605.591, 89.9478, -76.0792
17605.774, 89.8015, -76.9244
17605.957, 89.9334, -76.1790
17606.140, 90.1722, -76.4124
17606.323, 90.2626, -78.9278
17606.506, 89.9246, -81.5947
17606.689, 89.5754, -80.8234
17606.873, 89.9656, -78.2587
17607.056, 90.0399, -80.7377
17607.239, 90.0202, -81.8646
17607.422, 89.8443, -83.0135
17607.605, 89.8326, -83.7459
17607.788, 90.0434, -82.7062
17607.971, 89.5727, -84.0477
17608.154, 89.8249, -84.9995
17608.337, 90.2429, -83.5700
17608.521, 89.5280, -88.3374
17608.704, 89.9826, -84.9375
17608.887, 89.7403, -88.2886
17609.070, 89.8584, -85.4372
17609.253, 89.6783, -88.4436
17609.436, 90.0486, -87.2439
17609.619, 89.9829, -91.1546
17609.802, 89.7883, -91.0278
17609.985, 89.7555, -90.1153
17610.168, 89.7826, -90.9403
17610.352, 89.7881, -92.4147
17610.535, 90.1751, -92.7554
17610.718, 89.7416, -95.2757
17610.901, 89.5470, -96.3264
17611.084, 89.5657, -94.7533
17611.267, 89.5130, -95.3094
17611.450, 89.9649, -94.3255
17611.633, 89.4380, -99.4316
17611.816, 89.6448, -97.9449
17612.000, 89.3909, -98.4540
17612.183, 89.5694, -98.5566
17612.366, 89.7834, -99.7905
17612.549, 89.3701, -102.3180
17612.732, 89.3028, -103.0987
17612.915, 89.1496, -101.1148
17613.098, 89.3964, -104.4208
17613.281, 89.0264, -102.0168
17613.464, 89.1157, -105.0914
17613.647, 89.0597, -104.8247
17613.831, 88.9925, -104.1622
17614.014, 89.0173, -108.0586
17614.197, 88.5992, -105.6494
17614.380, 88.9909, -107.5462
17614.563, 88.7396, -109.2210
17614.746, 88.2325, -107.5599
17614.929, 88.3980, -108.1258
17615.112, 88.6135, -106.5841
17615.295, 88.7203, -113.6380
17615.479, 87.9954, -110.2153
17615.662, 87.6779, -110.1857
17615.845, 87.8428, -110.4738
17616.028, 87.9727, -109.8870
17616.211, 87.7243, -107.9004
17616.394, 87.8614, -110.3952
17616.577, 87.7790, -110.2319
17616.760, 87.3974, -109.2590
17616.943, 88.0835, -111.5477
17617.126, 87.6667, -110.8759
17617.310, 87.2352, -110.4816
17617.493, 87.5649, -111.7307
17617.676, 87.2554, -111.9124
17617.859, 87.3815, -110.3747
17618.042, 87.4056, -109.5058
17618.225, 87.2073, -111.5459
17618.408, 87.3041, -109.3362
17618.591, 87.5426, -113.8518
17618.774, 86.7835, -112.9615
17618.958, 86.9371, -109.3935
17619.141, 87.0824, -109.9845
17619.324, 87.2364, -110.2250
17619.507, 87.1897, -110.0875
17619.690, 87.3623, -109.9641
17619.873, 87.0643, -113.0869
17620.056, 87.2314, -113.0220
17620.239, 86.3590, -113.5344
17620.422, 87.1385, -109.7818
17620.605, 87.0279, -108.1595
17620.789, 87.0564, -111.8547
17620.972, 86.9015, -109.5211
17621.155, 87.1995, -109.2995
17621.338, 87.6119, -112.9621
17621.521, 86.9085, -115.4697
17621.704, 86.7915, -110.9683
17621.887, 87.1156, -109.5276
17622.070, 87.0620, -112.5957
17622.253, 87.3194, -113.3929
17622.437, 86.5646, -112.5193
17622.620, 87.0361, -112.8118
17622.803, 86.7849, -109.4930
17622.986, 86.9877, -111.8486
17623.169, 87.3305, -109.9822
17623.352, 87.2189, -110.8185
17623.535, 87.3280, -113.2018
17623.718, 87.0749, -114.5530
17623.901, 87.2822, -108.8588
17624.084, 87.3393, -114.3353
17624.268, 87.2949, -112.4287
17624.451, 87.4808, -114.3322
17624.634, 86.9231, -112.2511
17624.817, 87.3416, -113.0323
17625.000, 87.3991, -113.9899
17625.183, 87.3528, -112.6045
17625.366, 87.4251, -112.4861
17625.549, 87.2149, -113.4712
17625.732, 87.9797, -113.5732
17625.916, 87.6960, -114.0247
17626.099, 87.6269, -114.6203
17626.282, 87.5570, -116.6807
17626.465, 87.6304, -115.1549
17626.648, 87.5932, -114.6690
17626.831, 87.7052, -113.6057
17627.014, 87.9839, -117.1755
17627.197, 87.9215, -116.1500
17627.380, 87.8401, -116.2750
17627.563, 88.2345, -116.2076
17627.747, 87.6558, -118.5283
17627.930, 88.1384, -118.6134
17628.113, 87.8784, -120.8999
17628.296, 88.0031, -115.7007
17628.479, 87.8571, -121.1929
17628.662, 87.9179, -117.0756
17628.845, 88.4049, -117.9512
17629.028, 87.8903, -120.7097
17629.211, 88.5094, -120.3147
17629.395, 87.9664, -120.2162
17629.578, 88.2091, -120.3865
17629.761, 88.5589, -121.1032
17629.944, 88.0937, -122.0763
17630.127, 88.5551, -121.6162
17630.310, 88.4876, -122.3804
17630.493, 88.4903, -124.5179
17630.676, 88.4907, -123.6041
17630.859, 88.1196, -124.3814
17631.042, 88.5992, -125.0960
17631.226, 88.6104, -125.2123
17631.409, 88.3726, -124.1281
17631.592, 88.4813, -125.6988
17631.775, 88.6832, -125.7737
17631.958, 88.4932, -127.2050
17632.141, 88.8759, -126.2059
17632.324, 88.4614, -128.8382
17632.507, 89.0712, -127.4879
17632.690, 88.4586, -128.4740
17632.874, 88.8653, -129.4015
17633.057, 88.9483, -128.9191
17633.240, 88.8224, -133.8660
17633.423, 88.2688, -130.0936
17633.606, 88.9531, -128.6515
17633.789, 88.9464, -133.0845
17633.972, 88.7961, -131.5419
17634.155, 88.8174, -133.5269
17634.338, 88.8939, -132.9978
17634.521, 88.8227, -135.2339
17634.705, 88.4663, -134.2747
17634.888, 89.2164, -133.9366
17635.071, 88.4428, -134.1302
17635.254, 89.1985, -136.1636
17635.437, 88.6067, -135.5699
17635.620, 88.9199, -134.4779
