Frequency(Hz),  Magnitude(dB),   Phase(deg)
17359.497, 83.5858, 139.4454
17359.680, 83.9196, 140.3297
17359.863, 84.0735, 134.8531
17360.046, 83.6888, 140.0967
17360.229, 83.7014, 138.2519
17360.413, 83.4583, 140.0897
17360.596, 84.2352, 143.7371
17360.779, 84.3161, 142.5499
17360.962, 84.6756, 141.4559
17361.145, 83.9778, 140.5666
17361.328, 84.7497, 143.1020
17361.511, 84.7182, 137.9811
17361.694, 84.2754, 142.1992
17361.877, 84.6059, 139.8315
17362.061, 84.2930, 144.1356
17362.244, 84.6786, 143.3008
17362.427, 84.8079, 140.5721
17362.610, 84.6040, 144.8690
17362.793, 85.0519, 143.6420
17362.976, 85.1623, 144.2760
17363.159, 85.2985, 145.2530
17363.342, 85.3811, 141.3765
17363.525, 85.4141, 143.3337
17363.708, 85.1705, 141.0369
17363.892, 85.4931, 143.3656
17364.075, 85.6868, 143.7174
17364.258, 85.4701, 142.9589
17364.441, 85.6776, 144.1950
17364.624, 86.0707, 144.0324
17364.807, 85.9425, 140.0682
17364.990, 85.6817, 144.2054
17365.173, 86.1451, 143.9151
17365.356, 86.0163, 143.2614
17365.540, 86.5192, 145.2882
17365.723, 86.5317, 141.8349
17365.906, 86.4310, 143.3211
17366.089, 86.9191, 143.3974
17366.272, 86.8821, 141.1137
17366.455, 87.0159, 140.4417
17366.638, 86.3554, 142.8831
17366.821, 87.3376, 141.6654
17367.004, 87.1543, 143.4268
17367.188, 87.4792, 139.2096
17367.371, 87.2673, 141.9525
17367.554, 87.4539, 141.3385
17367.737, 87.8848, 140.2791
17367.920, 87.9673, 140.4597
17368.103, 87.8727, 139.2578
17368.286, 88.0736, 137.7939
17368.469, 88.0544, 139.7699
17368.652, 88.2824, 138.4347
17368.835, 88.7338, 137.2719
17369.019, 88.3498, 135.2179
17369.202, 88.9076, 137.4389
17369.385, 88.5538, 136.6183
17369.568, 89.1595, 133.5765
17369.751, 89.1039, 133.4324
17369.934, 88.9371, 133.7008
17370.117, 89.3891, 132.3409
17370.300, 89.4154, 130.9014
17370.483, 89.4925, 130.6104
17370.667, 89.6230, 129.4045
17370.850, 89.3879, 126.9784
17371.033, 89.4866, 127.9320
17371.216, 89.7680, 126.8602
17371.399, 89.7007, 125.2174
17371.582, 89.4884, 125.4620
17371.765, 89.8761, 125.8746
17371.948, 89.8819, 124.4784
17372.131, 90.2824, 123.3524
17372.314, 89.7058, 121.0684
17372.498, 90.1477, 123.8131
17372.681, 90.5898, 119.6560
17372.864, 89.8873, 118.1492
17373.047, 90.0844, 118.2273
17373.230, 90.0034, 120.0087
17373.413, 90.4636, 119.9183
17373.596, 90.6688, 116.1980
17373.779, 90.6527, 115.4291
17373.962, 90.3200, 115.5826
17374.146, 90.7021, 113.9874
17374.329, 90.8481, 114.8207
17374.512, 90.7061, 111.7590
17374.695, 90.8737, 109.8045
17374.878, 90.9759, 110.8309
17375.061, 90.8096, 106.7443
17375.244, 90.8207, 109.2995
17375.427, 90.7199, 105.3807
17375.610, 90.9490, 107.4474
17375.793, 90.9377, 105.1160
17375.977, 90.9197, 104.6113
17376.160, 91.1403, 103.0937
17376.343, 90.9819, 100.4736
17376.526, 91.0338, 101.3141
17376.709, 90.7172, 98.9822
17376.892, 91.1071, 100.5878
17377.075, 90.7573, 95.8046
17377.258, 90.8128, 98.6210
17377.441, 90.9504, 97.8818
17377.625, 91.0242, 95.1140
17377.808, 91.1746, 94.2147
17377.991, 90.5763, 91.5758
17378.174, 90.7312, 92.1660
17378.357, 90.6332, 93.0515
17378.540, 90.4934, 92.8105
17378.723, 91.0277, 92.2114
17378.906, 91.0936, 88.8676
17379.089, 90.8106, 87.7692
17379.272, 90.4048, 86.9429
17379.456, 90.8360, 87.6848
17379.639, 90.5930, 87.7105
17379.822, 90.3756, 83.3174
17380.005, 90.7710, 84.4294
17380.188, 90.1065, 86.8306
17380.371, 90.6617, 84.6976
17380.554, 90.5716, 82.6558
17380.737, 90.5908, 82.4684
17380.920, 90.3751, 82.5811
17381.104, 90.4506, 79.2980
17381.287, 90.4738, 81.1223
17381.470, 90.3383, 79.1978
17381.653, 90.1025, 79.5578
17381.836, 90.5423, 77.6198
17382.019, 90.3479, 77.8893
17382.202, 90.4176, 76.2926
17382.385, 90.0972, 75.1972
17382.568, 89.9632, 72.4563
17382.751, 89.7561, 78.0233
17382.935, 90.3127, 75.1071
17383.118, 89.9804, 73.2022
17383.301, 89.9923, 74.2531
17383.484, 90.0158, 71.5009
17383.667, 90.0213, 72.3052
17383.850, 90.0631, 71.5768
17384.033, 89.6030, 70.5197
17384.216, 89.7233, 68.4687
17384.399, 89.6592, 72.9306
17384.583, 89.9508, 69.1737
17384.766, 89.6576, 68.8572
17384.949, 90.0516, 68.7789
17385.132, 89.4616, 66.4690
17385.315, 89.7865, 66.4332
17385.498, 89.9301, 65.2645
17385.681, 89.5436, 64.3764
17385.864, 88.7881, 63.3502
17386.047, 89.3263, 64.6096
17386.230, 89.7331, 65.0609
17386.414, 88.8105, 62.3046
17386.597, 89.4177, 63.0893
17386.780, 88.7446, 65.0791
17386.963, 89.2599, 61.3932
17387.146, 89.0342, 62.0870
17387.329, 88.9251, 62.8165
17387.512, 89.0540, 62.0742
17387.695, 88.6921, 62.1805
17387.878, 89.1410, 61.2194
17388.062, 88.9587, 58.8325
17388.245, 88.4341, 61.4252
17388.428, 88.5245, 59.5736
17388.611, 88.9278, 64.4095
17388.794, 89.1503, 58.9486
17388.977, 88.7563, 58.5894
17389.160, 88.6376, 60.3132
17389.343, 88.9746, 56.7603
17389.526, 88.2120, 58.3688
17389.709, 88.4165, 56.9785
17389.893, 88.4577, 61.7828
17390.076, 88.7579, 58.7682
17390.259, 88.6314, 57.2948
17390.442, 88.7127, 59.4287
17390.625, 88.6975, 55.3463
17390.808, 88.6771, 58.6804
17390.991, 88.4975, 54.1728
17391.174, 88.7293, 58.6073
17391.357, 88.4038, 54.8045
17391.541, 88.7285, 53.6681
17391.724, 88.3097, 55.2856
17391.907, 88.3559, 55.5782
17392.090, 88.3702, 56.3589
17392.273, 88.6429, 54.7895
17392.456, 88.5328, 55.1712
17392.639, 88.7990, 55.1667
17392.822, 88.5406, 50.8657
17393.005, 88.7502, 53.9762
17393.188, 88.0685, 50.9370
17393.372, 88.5878, 54.1524
17393.555, 88.5849, 52.9360
17393.738, 88.8451, 49.5675
17393.921, 87.8895, 51.8830
17394.104, 88.8316, 50.3805
17394.287, 88.1682, 51.3829
17394.470, 88.7491, 48.9834
17394.653, 88.1098, 50.6812
17394.836, 88.4317, 48.9189
17395.020, 87.9891, 50.9835
17395.203, 88.6974, 50.9512
17395.386, 88.6154, 47.5578
17395.569, 88.2146, 48.5901
17395.752, 88.5236, 48.0379
17395.935, 88.0950, 48.4819
17396.118, 88.4947, 48.8849
17396.301, 88.3829, 46.0323
17396.484, 88.1076, 47.8360
17396.667, 87.9588, 47.9125
17396.851, 88.6967, 50.7928
17397.034, 88.5755, 47.0936
17397.217, 88.7848, 45.5011
17397.400, 88.2477, 47.8050
17397.583, 88.6633, 42.7353
17397.766, 88.1507, 46.4069
17397.949, 88.5491, 44.6564
17398.132, 88.4871, 46.2140
17398.315, 88.4028, 45.1234
17398.499, 88.5104, 44.7505
17398.682, 88.5602, 43.9393
17398.865, 88.4188, 42.9229
17399.048, 88.3474, 44.0611
17399.231, 88.4660, 45.4787
17399.414, 88.4459, 44.3013
17399.597, 88.9193, 44.5735
17399.780, 88.5099, 41.6066
17399.963, 88.9854, 43.2549
17400.146, 88.3096, 42.2919
17400.330, 88.7311, 42.2131
17400.513, 89.0671, 44.3398
17400.696, 88.9764, 40.2895
17400.879, 88.9477, 41.3322
17401.062, 88.7574, 38.9785
17401.245, 88.9572, 43.7289
17401.428, 89.2094, 37.9333
17401.611, 89.1229, 38.6353
17401.794, 89.1405, 38.5574
17401.978, 89.1422, 37.9039
17402.161, 88.6693, 37.0897
17402.344, 89.4576, 39.1013
17402.527, 89.4375, 35.0275
17402.710, 89.0370, 35.5942
17402.893, 88.9082, 36.2180
17403.076, 89.5770, 35.9382
17403.259, 88.9764, 32.9135
17403.442, 89.3422, 36.4120
17403.625, 89.1329, 33.3383
17403.809, 89.8816, 33.8585
17403.992, 89.0786, 31.5757
17404.175, 89.4076, 31.3823
17404.358, 89.5522, 33.8556
17404.541, 89.1693, 28.5425
17404.724, 89.4584, 34.0247
17404.907, 89.6618, 29.0407
17405.090, 89.7550, 28.9235
17405.273, 89.5316, 29.4810
17405.457, 89.4978, 27.2207
17405.640, 89.5431, 27.3685
17405.823, 89.8071, 26.5512
17406.006, 89.1556, 25.1406
17406.189, 89.9705, 28.3859
17406.372, 89.3925, 24.1443
17406.555, 89.8361, 23.2792
17406.738, 89.3172, 23.9340
17406.921, 89.3684, 23.6155
17407.104, 89.8774, 23.5187
17407.288, 89.5585, 21.8267
17407.471, 89.4824, 21.5379
17407.654, 89.3971, 22.9382
17407.837, 89.7283, 20.3958
17408.020, 89.5981, 22.5837
17408.203, 89.5935, 20.1775
17408.386, 90.0051, 19.2463
17408.569, 89.5216, 18.8515
17408.752, 90.0928, 19.0010
17408.936, 89.4376, 14.5249
17409.119, 89.6562, 19.2148
17409.302, 89.8360, 16.7189
17409.485, 90.0139, 14.4557
17409.668, 89.3158, 13.9099
17409.851, 90.0181, 16.0670
17410.034, 89.6492, 13.0670
17410.217, 89.6012, 13.3377
17410.400, 89.8093, 11.4629
17410.583, 89.5087, 12.3192
17410.767, 89.6168, 11.4217
17410.950, 89.5480, 12.1088
17411.133, 89.7975, 10.3875
17411.316, 89.5585, 9.0718
17411.499, 89.6193, 9.6770
17411.682, 89.8249, 9.8894
17411.865, 89.3957, 8.0647
17412.048, 89.8144, 7.5107
17412.231, 89.0777, 7.3020
17412.415, 90.0227, 9.2950
17412.598, 89.3487, 3.7542
17412.781, 89.6060, 8.9735
17412.964, 89.8743, 7.0188
17413.147, 90.0306, 3.1714
17413.330, 89.4817, 3.6028
17413.513, 89.6861, 2.5138
17413.696, 89.8245, 3.8636
17413.879, 89.6270, 1.9684
17414.063, 89.7673, -0.3251
17414.246, 89.2803, -1.5132
17414.429, 89.3614, 1.2795
17414.612, 89.3694, -0.5140
17414.795, 89.5492, -0.3769
17414.978, 89.6672, -0.0868
17415.161, 89.3799, -4.2143
17415.344, 89.2335, -2.1123
17415.527, 89.2545, -4.2951
17415.710, 88.9288, -1.9105
17415.894, 89.2512, 0.3214
17416.077, 89.8156, -3.5579
17416.260, 89.4796, -5.1063
17416.443, 89.2695, -7.5193
17416.626, 89.1392, -3.7234
17416.809, 89.3203, -8.6118
17416.992, 89.0145, -4.6787
17417.175, 89.1131, -8.1629
17417.358, 89.1380, -6.2321
17417.542, 88.8925, -8.0579
17417.725, 89.1511, -6.0498
17417.908, 89.0038, -7.1157
17418.091, 88.9544, -8.0721
17418.274, 89.3323, -7.4375
17418.457, 89.3697, -8.2219
17418.640, 89.2334, -10.6132
17418.823, 88.9422, -9.9322
17419.006, 89.1867, -11.6709
17419.189, 88.7942, -9.3451
17419.373, 89.2674, -9.8087
17419.556, 89.0405, -10.7121
17419.739, 89.3087, -11.5971
17419.922, 89.3746, -12.5164
17420.105, 88.9383, -13.3833
17420.288, 89.4355, -11.4803
17420.471, 88.9702, -13.3250
17420.654, 89.4970, -13.5713
17420.837, 89.4931, -15.6254
17421.021, 89.5058, -15.1516
17421.204, 89.0401, -17.5011
17421.387, 89.4927, -16.9041
17421.570, 89.1304, -20.5978
17421.753, 89.0272, -16.8213
17421.936, 89.4871, -18.3363
17422.119, 89.1704, -20.1147
17422.302, 88.8792, -21.3944
17422.485, 89.1232, -18.2736
17422.668, 89.2842, -19.8790
17422.852, 89.2263, -23.4071
17423.035, 89.2903, -23.0804
17423.218, 88.9891, -23.2593
17423.401, 89.0167, -23.0832
17423.584, 89.0808, -25.3197
17423.767, 88.7950, -23.9111
17423.950, 89.0961, -27.1545
17424.133, 88.7726, -26.1665
17424.316, 88.4849, -25.5182
17424.500, 88.8467, -25.8048
17424.683, 88.7583, -26.6312
17424.866, 89.0103, -26.2474
17425.049, 88.5389, -28.6640
17425.232, 88.7942, -31.2482
17425.415, 88.5962, -26.7131
17425.598, 88.6079, -29.3231
17425.781, 88.4192, -31.3486
17425.964, 88.5824, -30.0114
17426.147, 88.2803, -30.3739
17426.331, 88.6558, -30.1749
17426.514, 88.0101, -32.5245
17426.697, 88.6716, -29.4304
17426.880, 88.0814, -34.0770
17427.063, 87.9620, -32.1291
17427.246, 88.2734, -29.4654
17427.429, 88.4671, -32.0155
17427.612, 88.0860, -34.8032
17427.795, 88.1779, -32.3643
17427.979, 87.8619, -32.3939
17428.162, 88.2770, -34.8550
17428.345, 88.1581, -32.5727
17428.528, 87.9608, -34.4120
17428.711, 88.0850, -33.8751
17428.894, 87.6684, -35.5742
17429.077, 88.2790, -32.8629
17429.260, 87.5712, -36.3903
17429.443, 88.0627, -33.7192
17429.626, 87.8064, -33.9534
17429.810, 88.1155, -34.1574
17429.993, 87.8092, -36.2497
17430.176, 88.1930, -35.3564
17430.359, 87.5879, -35.8857
17430.542, 88.0278, -34.3389
17430.725, 87.4924, -35.3230
17430.908, 88.4628, -34.5193
17431.091, 88.0765, -35.5245
17431.274, 88.0831, -37.7416
17431.458, 87.8814, -37.4883
17431.641, 88.2890, -35.8003
17431.824, 87.9957, -37.0521
17432.007, 87.9377, -36.8580
17432.190, 88.4757, -38.2460
17432.373, 88.0011, -37.1706
17432.556, 88.2891, -38.3446
17432.739, 88.1777, -37.1888
17432.922, 88.6199, -39.0189
17433.105, 88.5479, -42.2597
17433.289, 88.0225, -39.7059
17433.472, 88.1286, -39.0388
17433.655, 88.8245, -38.1179
17433.838, 88.8344, -43.5867
17434.021, 88.6504, -41.6904
17434.204, 88.6374, -45.5392
17434.387, 88.4286, -46.0668
17434.570, 88.2264, -44.2568
17434.753, 88.2729, -44.4217
17434.937, 88.6097, -43.0780
17435.120, 88.6335, -47.3700
17435.303, 88.6692, -45.5124
17435.486, 88.2684, -48.3287
17435.669, 88.4519, -46.3010
17435.852, 88.7352, -48.8431
17436.035, 88.3712, -47.3699
17436.218, 88.7181, -49.6161
17436.401, 88.6656, -50.0788
17436.584, 88.3681, -51.0464
17436.768, 88.4148, -52.2728
17436.951, 88.6203, -52.4484
17437.134, 88.3633, -50.8067
17437.317, 88.6637, -55.1598
17437.500, 88.2810, -54.6765
17437.683, 88.1233, -53.9394
17437.866, 88.2143, -56.2432
17438.049, 88.1397, -54.5509
17438.232, 87.8248, -55.8578
17438.416, 88.5360, -53.9034
17438.599, 88.2566, -57.1040
17438.782, 88.3347, -60.0126
17438.965, 87.8648, -59.4072
17439.148, 87.5801, -57.9811
17439.331, 88.1678, -58.1163
17439.514, 87.4692, -61.2161
17439.697, 87.7046, -56.0698
17439.880, 87.7739, -60.9932
17440.063, 87.8253, -60.1131
17440.247, 87.2494, -60.6705
17440.430, 87.4113, -58.9071
17440.613, 87.7078, -60.3828
17440.796, 87.1751, -60.9263
17440.979, 87.5095, -57.7421
17441.162, 87.7197, -60.2876
17441.345, 87.5189, -63.3890
17441.528, 86.9294, -60.7937
17441.711, 87.5465, -59.9059
17441.895, 87.6694, -62.6268
17442.078, 87.1339, -62.2097
17442.261, 87.2252, -63.1317
17442.444, 87.0977, -64.6282
17442.627, 86.9246, -62.6063
17442.810, 86.7104, -62.7662
17442.993, 86.4140, -60.9416
17443.176, 86.8934, -59.6631
17443.359, 87.0047, -59.8184
17443.542, 87.3618, -61.1623
17443.726, 86.3641, -61.9304
17443.909, 86.7298, -59.5856
17444.092, 87.2216, -57.7979
17444.275, 87.2360, -61.0179
17444.458, 86.9733, -60.0362
17444.641, 86.9761, -62.1351
17444.824, 87.5047, -58.6320
17445.007, 86.8209, -65.8173
17445.190, 86.5426, -61.8776
17445.374, 86.3459, -57.8525
17445.557, 87.0875, -55.8429
17445.740, 87.2040, -56.2591
17445.923, 87.1170, -56.4831
17446.106, 87.3355, -58.6161
17446.289, 87.6870, -56.2343
17446.472, 87.4962, -55.2852
17446.655, 88.1073, -57.8152
17446.838, 88.0825, -58.1573
17447.021, 88.0054, -57.1578
17447.205, 88.3458, -61.3132
17447.388, 88.0699, -58.6120
17447.571, 88.0200, -59.5608
17447.754, 88.5969, -58.4736
17447.937, 88.6278, -60.8943
17448.120, 88.8478, -60.1735
17448.303, 89.2236, -63.8731
17448.486, 88.3770, -65.3131
17448.669, 88.4218, -62.5211
17448.853, 89.0475, -61.0252
17449.036, 89.1717, -64.1728
17449.219, 89.2286, -65.8006
17449.402, 89.2094, -64.4576
17449.585, 89.0000, -67.1049
17449.768, 89.5024, -66.5330
17449.951, 88.8735, -66.4989
17450.134, 89.8851, -67.8338
17450.317, 89.6343, -67.7075
17450.500, 89.6688, -69.7246
17450.684, 89.8369, -69.8370
17450.867, 90.1677, -73.2784
17451.050, 89.2781, -73.8080
17451.233, 90.0365, -73.1215
17451.416, 89.9653, -72.6617
17451.599, 90.2261, -76.7749
17451.782, 90.0003, -78.2617
17451.965, 89.6533, -78.0070
17452.148, 90.0767, -77.7705
17452.332, 89.6255, -78.9878
17452.515, 90.0587, -80.4092
17452.698, 90.3180, -80.3903
17452.881, 89.5406, -82.7804
17453.064, 90.1692, -83.5601
17453.247, 89.4457, -79.1709
17453.430, 90.4938, -85.2938
17453.613, 90.1946, -83.8535
17453.796, 89.7536, -86.6524
17453.979, 90.3096, -87.1942
17454.163, 89.9993, -87.4250
17454.346, 90.3989, -90.4596
17454.529, 89.3765, -90.9727
17454.712, 89.9418, -90.8615
17454.895, 89.8350, -90.7973
17455.078, 89.7409, -93.6828
17455.261, 89.3899, -93.2786
17455.444, 89.8616, -91.3710
17455.627, 89.6790, -93.7430
17455.811, 89.8844, -94.8299
17455.994, 89.7592, -96.7825
17456.177, 89.2164, -97.3769
17456.360, 89.3118, -96.9477
17456.543, 89.6138, -97.4604
17456.726, 89.3122, -97.7961
17456.909, 89.4586, -98.4090
17457.092, 89.1821, -100.1755
17457.275, 89.4934, -99.1708
17457.458, 89.0176, -104.4508
17457.642, 88.6496, -98.5334
17457.825, 89.2257, -102.1892
17458.008, 88.9867, -103.3630
17458.191, 88.4196, -99.6053
17458.374, 88.7598, -100.9652
17458.557, 88.9767, -101.7280
17458.740, 89.0748, -102.8443
17458.923, 88.6685, -101.8406
17459.106, 88.7635, -105.0188
17459.290, 88.6913, -101.8148
17459.473, 88.6462, -104.9355
17459.656, 88.7253, -102.4474
17459.839, 88.9984, -106.0092
17460.022, 88.3918, -104.3219
17460.205, 88.7954, -106.4803
17460.388, 88.6231, -104.8397
17460.571, 88.2801, -107.2790
17460.754, 88.7539, -103.7495
17460.938, 88.2355, -107.0856
17461.121, 88.7999, -103.3892
17461.304, 89.0726, -107.5533
17461.487, 88.6158, -109.8658
17461.670, 88.5730, -108.3616
17461.853, 88.5728, -109.2234
17462.036, 88.3486, -106.4623
17462.219, 88.6922, -111.5504
17462.402, 88.5570, -107.9977
17462.585, 88.4017, -110.6985
17462.769, 88.5065, -109.2175
17462.952, 88.9951, -110.0317
17463.135, 88.3118, -112.7026
17463.318, 88.3000, -111.9523
17463.501, 88.5950, -112.4176
17463.684, 88.4112, -111.1510
17463.867, 88.5955, -112.8020
17464.050, 88.6469, -111.0612
17464.233, 88.2300, -116.2569
17464.417, 88.7815, -111.4081
17464.600, 88.5045, -116.4154
17464.783, 88.5125, -112.6306
17464.966, 88.5274, -115.9048
17465.149, 88.6090, -115.7655
17465.332, 88.8212, -114.9767
17465.515, 88.3832, -118.8421
17465.698, 88.6890, -117.7401
17465.881, 88.6531, -119.6127
17466.064, 88.1869, -118.1252
17466.248, 88.4894, -120.6380
17466.431, 88.5370, -119.4502
17466.614, 88.0395, -121.3186
17466.797, 88.4756, -119.0423
17466.980, 88.5099, -122.6220
17467.163, 88.1803, -122.8431
17467.346, 88.2768, -120.8185
17467.529, 88.3420, -123.4543
17467.712, 88.1675, -123.9195
17467.896, 88.0974, -125.1396
17468.079, 88.0878, -125.9400
17468.262, 87.9129, -123.4556
17468.445, 87.6832, -126.6715
17468.628, 87.9652, -125.4788
17468.811, 87.3270, -124.8465
17468.994, 87.8785, -127.0165
17469.177, 87.6344, -122.8307
17469.360, 87.6855, -124.3534
17469.543, 87.8735, -128.2015
17469.727, 87.3697, -127.2205
17469.910, 87.5924, -126.1508
17470.093, 87.4165, -125.3831
17470.276, 87.5002, -128.4390
17470.459, 86.8581, -123.7768
17470.642, 88.1807, -125.5574
17470.825, 87.1021, -127.3444
17471.008, 87.5688, -127.5517
17471.191, 87.0808, -122.0883
17471.375, 87.7810, -127.4854
17471.558, 87.5753, -129.3194
17471.741, 87.0048, -123.0364
17471.924, 88.0003, -127.4987
17472.107, 87.5476, -127.9256
17472.290, 87.2683, -128.2661
17472.473, 87.1676, -124.8679
17472.656, 87.9882, -127.2319
17472.839, 87.1491, -128.6290
17473.022, 87.8140, -125.2002
17473.206, 87.3784, -125.3003
17473.389, 88.2308, -128.4081
17473.572, 87.6976, -130.4596
17473.755, 87.8225, -127.7043
17473.938, 87.8614, -127.5482
17474.121, 87.6090, -130.2466
17474.304, 87.8020, -130.8822
17474.487, 88.1162, -126.5584
17474.670, 88.1738, -133.4192
17474.854, 87.7225, -130.0205
17475.037, 87.7925, -134.0627
17475.220, 88.0547, -127.1955
17475.403, 87.9546, -134.9170
17475.586, 87.7673, -132.4858
17475.769, 87.8305, -132.1343
17475.952, 87.9900, -130.0162
17476.135, 88.2266, -134.3957
17476.318, 88.0679, -134.0185
17476.501, 87.7652, -133.1087
17476.685, 88.0339, -134.2644
17476.868, 88.2461, -135.2497
17477.051, 87.7339, -135.2881
17477.234, 88.1218, -135.8030
17477.417, 87.7879, -134.9479
17477.600, 88.3894, -135.1671
17477.783, 87.7584, -138.7284
17477.966, 87.9579, -134.9387
17478.149, 87.7560, -136.2851
17478.333, 88.0865, -136.3673
17478.516, 87.7017, -136.6430
17478.699, 88.4035, -134.9168
17478.882, 87.8423, -136.7774
17479.065, 88.2223, -136.9507
17479.248, 88.1693, -135.3568
17479.431, 88.1551, -137.5239
17479.614, 88.2357, -136.4537
17479.797, 88.6760, -137.2033
17479.980, 88.3436, -138.6197
17480.164, 88.3849, -137.2932
17480.347, 88.5416, -138.7260
17480.530, 88.5125, -138.7146
17480.713, 88.7609, -137.1133
17480.896, 88.8074, -141.3170
17481.079, 88.5827, -139.6432
17481.262, 89.2059, -141.4368
17481.445, 88.6995, -142.2338
17481.628, 88.7209, -140.3880
17481.812, 88.8290, -141.3642
17481.995, 88.9020, -141.6850
17482.178, 88.9699, -141.3415
17482.361, 89.2946, -140.9779
17482.544, 89.7575, -143.3481
17482.727, 89.2685, -143.4908
17482.910, 89.6531, -146.9902
17483.093, 89.3951, -145.9534
17483.276, 89.6669, -146.8326
17483.459, 89.4691, -147.4344
17483.643, 89.7728, -148.0204
17483.826, 89.5798, -149.6791
17484.009, 89.6383, -149.9647
17484.192, 89.8391, -151.0730
17484.375, 89.5713, -150.1615
17484.558, 89.9756, -152.1654
17484.741, 89.7186, -152.8455
17484.924, 89.8393, -153.3364
17485.107, 90.1537, -155.1642
17485.291, 89.8101, -155.9184
17485.474, 89.7517, -156.3093
17485.657, 90.0569, -154.8893
17485.840, 90.2906, -159.6141
17486.023, 89.8589, -160.6491
17486.206, 89.7628, -161.3963
17486.389, 89.8277, -160.5989
17486.572, 89.8335, -161.2506
17486.755, 89.8504, -163.1430
17486.938, 89.7366, -162.7655
17487.122, 90.0079, -164.4877
17487.305, 89.4875, -164.6021
17487.488, 89.9918, -165.2029
17487.671, 89.5828, -166.6866
17487.854, 89.7701, -168.0274
17488.037, 89.5768, -167.5204
17488.220, 89.8770, -167.8014
17488.403, 89.3651, -171.7242
17488.586, 89.5960, -170.5151
17488.770, 89.3320, -170.3129
17488.953, 89.3610, -171.6276
17489.136, 89.3901, -171.3078
17489.319, 89.2626, -172.8267
17489.502, 89.1568, -173.2027
17489.685, 89.3310, -173.3635
17489.868, 89.0092, -173.9541
17490.051, 89.0955, -173.8422
17490.234, 89.2671, -174.0837
17490.417, 89.1512, -175.3915
17490.601, 89.1135, -178.5826
17490.784, 89.0536, -175.8039
17490.967, 88.8763, -178.4027
17491.150, 88.7501, -177.3691
17491.333, 88.8367, -179.3865
17491.516, 88.7287, -177.9754
17491.699, 88.3066, -179.2781
17491.882, 88.5880, -179.2366
17492.065, 88.9788, -176.5685
17492.249, 88.3828, 179.6134
17492.432, 88.8403, 178.0720
17492.615, 88.4309, -179.4162
17492.798, 88.2251, 177.9255
17492.981, 88.4887, -179.8559
17493.164, 88.2560, 178.7046
17493.347, 88.4062, 179.1680
17493.530, 88.7023, 179.6931
17493.713, 88.4596, 177.7963
17493.896, 88.3791, 174.9621
17494.080, 88.3452, 175.6247
17494.263, 88.1294, 175.6013
17494.446, 88.1571, 177.5000
17494.629, 87.9502, 173.9208
17494.812, 87.9785, 177.7705
17494.995, 88.2448, 177.2837
17495.178, 88.2357, 174.1435
17495.361, 88.1757, 175.0979
17495.544, 88.0774, 175.8522
17495.728, 88.1999, 173.2498
17495.911, 88.0558, 174.3878
17496.094, 87.9326, 172.8296
17496.277, 87.9998, 175.1777
17496.460, 88.2010, 172.6353
17496.643, 88.0940, 173.2128
17496.826, 88.0050, 172.2093
17497.009, 88.1277, 171.1640
17497.192, 87.9922, 170.0601
17497.375, 87.9072, 171.9874
17497.559, 87.8259, 169.5954
17497.742, 87.7389, 169.5680
17497.925, 87.9877, 171.9426
17498.108, 87.6838, 168.9946
17498.291, 87.8708, 169.2239
17498.474, 87.6238, 170.3284
17498.657, 87.8708, 167.9506
17498.840, 87.8559, 168.7621
17499.023, 87.8393, 166.9718
17499.207, 87.2521, 165.7236
17499.390, 87.4080, 167.1235
17499.573, 87.5182, 168.4421
17499.756, 87.3976, 165.6707
17499.939, 87.2468, 167.2834
17500.122, 87.1448, 168.4425
17500.305, 87.4181, 166.6338
17500.488, 87.0720, 165.4533
17500.671, 87.1578, 167.8940
17500.854, 87.1952, 168.1856
17501.038, 87.2001, 166.6917
17501.221, 87.0894, 166.3583
17501.404, 86.5157, 164.1355
17501.587, 87.0719, 170.6717
17501.770, 86.7097, 168.5835
17501.953, 86.7992, 168.6327
17502.136, 86.7527, 170.7596
17502.319, 87.8286, 171.8602
17502.502, 86.7309, 166.0835
17502.686, 87.3467, 172.5330
17502.869, 86.8147, 166.8579
17503.052, 87.2377, 171.3933
17503.235, 86.7046, 174.1743
17503.418, 87.8354, 174.1819
17503.601, 87.7469, 170.7835
17503.784, 87.9525, 172.5073
17503.967, 87.7805, 169.4360
17504.150, 88.1905, 170.2457
17504.333, 88.0152, 168.9993
17504.517, 87.7384, 168.9758
17504.700, 88.5729, 170.3374
17504.883, 87.6971, 167.1399
17505.066, 88.3725, 169.8776
17505.249, 88.2274, 167.8475
17505.432, 88.5787, 168.1306
17505.615, 88.0801, 167.8149
17505.798, 88.3483, 168.7846
17505.981, 88.9413, 168.3390
17506.165, 88.6076, 168.4955
17506.348, 89.3227, 167.0423
17506.531, 88.7647, 163.2384
17506.714, 88.8074, 165.4382
17506.897, 89.3400, 165.9803
17507.080, 89.5128, 164.3420
17507.263, 89.2780, 162.9354
17507.446, 89.1261, 160.6220
17507.629, 89.7500, 161.6601
17507.813, 89.0668, 158.9011
17507.996, 89.3155, 160.0969
17508.179, 89.6749, 159.8454
17508.362, 89.6382, 159.5705
17508.545, 89.2128, 157.8055
17508.728, 89.8334, 157.1756
17508.911, 89.3688, 156.2325
17509.094, 90.1296, 157.4461
17509.277, 89.9076, 154.8886
17509.460, 89.7691, 151.7057
17509.644, 89.7782, 150.5914
